[Arrival Time, Service Time, Time Remain, Time Finished, First Serviced, Wait Amount]
[1605, 1.402882, 0, 1628.9545899992954, 1605.8305829993167, 0.8305829993166753]
[1258, 31.370536, 0, 1655.1251259992714, 1258.2914049996327, 0.29140499963273214]
[1437, 15.494933, 0, 1675.1700589992531, 1437.5975939994703, 0.5975939994702912]
[1560, 7.167934, 0, 1676.1879929992522, 1560.7676149993579, 0.7676149993578747]
[1595, 5.76314, 0, 1685.4511329992438, 1595.7805829993258, 0.7805829993258158]
[1627, 6.027243, 0, 1712.728375999219, 1627.7517079992965, 0.7517079992965137]
[1335, 28.288497, 0, 1726.1668729992066, 1335.4120689995634, 0.4120689995634166]
[1579, 11.980034, 0, 1747.4469069991871, 1579.7894909993404, 0.7894909993403871]
[1361, 28.304957, 0, 1752.4518639991823, 1361.5120689995397, 0.5120689995396788]
[1020, 82.211013, 0, 1768.5628769991702, 1020.2401729998454, 0.24017299984541296]
[1516, 18.49776, 0, 1771.2606369991677, 1516.7475939993983, 0.7475939993983047]
[1404, 27.819683, 0, 1778.0303199991613, 1404.5620689995005, 0.562068999500525]
[942, 111.339487, 0, 1828.1198069991199, 942.0870959999154, 0.08709599991539108]
[1455, 32.007682, 0, 1832.127488999116, 1455.6475939994539, 0.6475939994538749]
[1522, 31.399206, 0, 1856.076694999094, 1522.7975939993928, 0.7975939993928023]
[1495, 34.221506, 0, 1861.3982009990889, 1495.6975939994174, 0.6975939994174496]
[1278, 56.369535, 0, 1876.667735999076, 1278.4414049996144, 0.4414049996144058]
[1697, 30.20554, 0, 1905.7732759990492, 1697.5511329992328, 0.5511329992327774]
[1869, 7.549375, 0, 1907.5226509990478, 1869.1982009990818, 0.19820099908179145]
[1869, 19.426211, 0, 1944.2988619990142, 1869.2482009990817, 0.24820099908174598]
[1811, 29.485059, 0, 1945.1339209990133, 1811.280319999131, 0.2803199991310521]
[1957, 0.128452, 0, 1957.4123729990022, 1957.0839209990024, 0.08392099900243011]
[1817, 46.309639, 0, 1989.022011998974, 1817.3303199991255, 0.33031999912554966]
[1940, 20.223989, 0, 1992.4960009989707, 1940.122650999018, 0.12265099901810572]
[1981, 25.068502, 0, 2036.3145029989305, 1981.1123729989806, 0.11237299898061792]
[1968, 55.136485, 0, 2062.050987998972, 1968.0623729989925, 0.06237299899248683]
[2117, 21.034332, 0, 2138.034332000076, 2117, 0]
[2152, 12.435265, 0, 2164.435265000045, 2152, 0]
[2200, 0.218697, 0, 2200.2186970000007, 2200, 0]
[2407, 22.917744, 0, 2429.917744000083, 2407, 0]
[2642, 16.622304, 0, 2670.922304000105, 2642, 0]
[2663, 3.840162, 0, 2673.3124660001135, 2663.0500000000766, 0.050000000076579454]
[2649, 15.107654, 0, 2677.570120000129, 2649.0000000000255, 2.546585164964199e-11]
[2682, 28.496078, 0, 2710.4960780001034, 2682, 0]
[2730, 6.314025, 0, 2736.314025000023, 2730, 0]
[2780, 3.58836, 0, 2783.588360000013, 2780, 0]
[2865, 12.724907, 0, 2877.724907000046, 2865, 0]
[2909, 17.169001, 0, 2943.3190010001686, 2909.0000000000437, 4.3655745685100555e-11]
[2897, 35.943, 0, 2952.212001000201, 2897, 0]
[2948, 21.491874, 0, 2971.6038750002713, 2948.0190010001857, 0.019001000185653538]
[2990, 12.14702, 0, 3002.147020000044, 2990, 0]
[3034, 15.716734, 0, 3082.516734000238, 3034.000000000062, 6.184563972055912e-11]
[3067, 10.856166, 0, 3115.97290000036, 3067.1000000001823, 0.10000000018226274]
[3017, 45.306455, 0, 3140.779355000451, 3017, 0]
[3102, 7.975116, 0, 3141.6544710004537, 3102.1667340003096, 0.16673400030958874]
[3069, 41.514762, 0, 3266.169233000907, 3069.1500000001897, 0.1500000001897206]
[3043, 50.675951, 0, 3269.7951840009205, 3043.0500000000948, 0.05000000009476935]
[3168, 21.821661, 0, 3292.616845001003, 3168.10447100055, 0.10447100054989278]
[3276, 3.463761, 0, 3296.2306060010164, 3276.245184000944, 0.24518400094393655]
[3222, 15.128871, 0, 3311.9094770010734, 3222.254471000747, 0.25447100074688933]
[3173, 26.733365, 0, 3322.1928420011104, 3173.1544710005683, 0.15447100056826457]
[3217, 25.732468, 0, 3369.3253100012817, 3217.2044710007285, 0.20447100072851754]
[3340, 11.084485, 0, 3412.6597950014393, 3340.242842001176, 0.24284200117608634]
[3427, 0.823292, 0, 3433.7330870015157, 3427.3097950014926, 0.30979500149260275]
[3318, 19.170134, 0, 3440.1032210015387, 3318.2094770010963, 0.20947700109627476]
[3497, 3.333538, 0, 3539.186759001899, 3497.4532210017474, 0.4532210017473517]
[3559, 0.753736, 0, 3571.7404950020177, 3559.736759001974, 0.7367590019739509]
[3313, 32.466197, 0, 3573.8566920020253, 3313.159477001078, 0.15947700107790297]
[3507, 4.910002, 0, 3577.0166940020367, 3507.503221001784, 0.5032210017839134]
[3530, 5.40252, 0, 3607.1692140021464, 3530.653221001868, 0.6532210018681326]
[3524, 8.0325, 0, 3636.4017140022524, 3524.603221001846, 0.6032210018461228]
[3519, 17.333341, 0, 3775.385055002758, 3519.5532210018278, 0.553221001827751]
[3451, 25.142495, 0, 3789.327550002808, 3451.3032210015795, 0.30322100157945897]
[3116, 87.723243, 0, 3799.4007930028474, 3116.1729000003606, 0.17290000036064157]
[3397, 34.221506, 0, 3814.322299002901, 3397.2753100013833, 0.27531000138333184]
[3616, 12.625724, 0, 3814.598023002902, 3616.619214002181, 0.6192140021807973]
[3803, 2.353177, 0, 3840.2512000029956, 3803.7507930028632, 0.7507930028632472]
[3847, 1.345374, 0, 3867.1965740030932, 3847.6512000030225, 0.6512000030224954]
[3612, 21.677994, 0, 3940.0745680033583, 3612.569214002166, 0.5692140021660634]
[3763, 13.36842, 0, 3962.7429880034406, 3763.851714002716, 0.8517140027161076]
[3984, 1.208756, 0, 4003.451744003589, 3984.6929880035204, 0.6929880035204405]
[3748, 20.180901, 0, 4056.732645003782, 3748.8017140026614, 0.8017140026613561]
[3544, 34.359332, 0, 4058.5419770037884, 3544.686759001919, 0.6867590019191994]
[4005, 3.398066, 0, 4062.7400430038033, 4005.701744003597, 0.7017440035970139]
[4013, 4.929419, 0, 4095.469462003922, 4013.7517440036263, 0.7517440036262997]
[3437, 48.998405, 0, 4119.867867004011, 3437.333087001529, 0.3330870015288383]
[4105, 2.534944, 0, 4146.452811004107, 4105.719462003959, 0.7194620039590518]
[3959, 14.135837, 0, 4183.338648004242, 3959.6245680034294, 0.624568003429431]
[4041, 10.249664, 0, 4205.238312004321, 4041.8017440037283, 0.801744003728345]
[3303, 78.543856, 0, 4237.28216800444, 3303.1806060010417, 0.18060600104172408]
[3695, 35.812822, 0, 4246.694990004474, 3695.701714002468, 0.7017140024681794]
[3495, 51.612583, 0, 4261.107573004527, 3495.40322100174, 0.40322100173989384]
[3652, 39.914288, 0, 4261.521861004529, 3652.6017140023114, 0.6017140023113825]
[4065, 18.722493, 0, 4324.794354004758, 4065.740043003814, 0.7400430038142076]
[4141, 16.665356, 0, 4353.459710004862, 4141.7678670040905, 0.7678670040904763]
[4336, 5.092801, 0, 4393.252511005006, 4336.494354004801, 0.494354004800698]
[3416, 75.43455, 0, 4418.137061005099, 3416.2597950014524, 0.2597950014524031]
[4369, 6.19448, 0, 4445.181541005197, 4369.45971000492, 0.4597100049204528]
[3452, 73.655111, 0, 4458.536652005248, 3452.3532210015833, 0.35322100158327885]
[4244, 19.263949, 0, 4467.000601005278, 4244.632168004467, 0.6321680044666209]
[4436, 7.899965, 0, 4527.100566005497, 4436.587061005166, 0.587061005166106]
[3669, 62.375007, 0, 4529.925573005508, 3669.6517140023734, 0.65171400237341]
[3991, 42.434716, 0, 4542.660289005555, 3991.742988003546, 0.7429880035460883]
[3736, 62.083531, 0, 4569.543820005653, 3736.7517140026175, 0.7517140026175184]
[3342, 102.596875, 0, 4592.44069500574, 3342.2928420011835, 0.2928420011835442]
[4113, 41.720042, 0, 4612.160737005812, 4113.769462003988, 0.7694620039883375]
[4444, 17.005557, 0, 4626.116294005862, 4444.637061005195, 0.6370610051953918]
[4608, 7.825002, 0, 4680.741296006061, 4608.490695005798, 0.49069500579844316]
[4536, 14.962573, 0, 4681.503869006064, 4536.425573005532, 0.4255730055319873]
[4381, 30.167975, 0, 4695.8218440061155, 4381.5597100049645, 0.5597100049644723]
[3975, 65.505735, 0, 4736.377579006265, 3975.6429880034875, 0.6429880034875168]
[4685, 11.47921, 0, 4762.65678900636, 4685.303869006078, 0.30386900607754797]
[4579, 25.104419, 0, 4778.111208006416, 4579.4938200056895, 0.4938200056894857]
[4548, 30.624421, 0, 4792.98562900647, 4548.410289005576, 0.4102890055755779]
[4559, 34.024485, 0, 4815.510114006552, 4559.460289005616, 0.46028900561577757]
[4415, 48.984344, 0, 4823.544458006581, 4415.552511005088, 0.552511005087581]
[4761, 18.445225, 0, 4843.939683006655, 4761.277579006355, 0.277579006355154]
[4370, 74.531639, 0, 4874.071322006767, 4370.509710004924, 0.5097100049242727]
[4772, 76.435601, 0, 4935.606923006993, 4772.256789006395, 0.2567890063946834]
[4902, 18.821774, 0, 4937.6286970070005, 4902.021322006869, 0.02132200686901342]
[4961, 4.628793, 0, 4970.2287930000375, 4961.000000000004, 3.637978807091713e-12]
[5016, 2.69177, 0, 5026.770563000243, 5016.1287930002045, 0.1287930002044959]
[4999, 17.828513, 0, 5058.89907600036, 4999.0787930001425, 0.07879300014246837]
[4960, 50.879915, 0, 5063.928991000379, 4960, 0]
[4993, 25.650548, 0, 5070.229539000402, 4993.0287930001205, 0.0287930001204586]
[5044, 49.068812, 0, 5110.7483510005495, 5044.120563000306, 0.12056300030599232]
[5121, 3.330469, 0, 5127.630469000046, 5121.000000000022, 2.1827872842550278e-11]
[5139, 2.381908, 0, 5143.762377000105, 5139.030469000088, 0.030469000087578024]
[5149, 9.637502, 0, 5168.249879000194, 5149.012377000124, 0.012377000123706239]
[5115, 75.096962, 0, 5206.846841000336, 5115, 0]
[5223, 4.574359, 0, 5236.771200000445, 5223.096841000395, 0.09684100039521581]
[5268, 1.702745, 0, 5276.67394500059, 5268.171200000559, 0.17120000055911078]
[5258, 19.849051, 0, 5340.322996000821, 5258.121200000523, 0.12120000052254909]
[5244, 42.220764, 0, 5445.843760001205, 5244.071200000471, 0.07120000047143549]
[5204, 62.170677, 0, 5462.414437001266, 5204.049879000324, 0.04987900032392645]
[5207, 64.490856, 0, 5489.405293001366, 5207.046841000337, 0.046841000336826255]
[5386, 15.390761, 0, 5498.246054001398, 5386.272996000988, 0.27299600098831434]
[5500, 9.470069, 0, 5577.5161230016865, 5500.2960540014055, 0.29605400140553684]
[5507, 11.016996, 0, 5598.533119001763, 5507.346054001431, 0.3460540014311846]
[5599, 0.408358, 0, 5602.9914770017795, 5599.383119001766, 0.3831190017663175]
[5593, 12.097649, 0, 5698.839126002128, 5593.366123001744, 0.36612300174419943]
[5334, 50.537451, 0, 5701.076577002137, 5334.173945000799, 0.17394500079899444]
[5554, 18.173852, 0, 5710.05042900217, 5554.396054001602, 0.3960540016023515]
[5497, 26.993398, 0, 5718.643827002201, 5497.255293001394, 0.25529300139442057]
[5626, 12.478256, 0, 5725.722083002226, 5626.391477001865, 0.3914770018645868]
[5362, 51.505358, 0, 5739.827441002278, 5362.172996000901, 0.17299600090063905]
[5757, 0.220542, 0, 5758.197983002345, 5757.177441002341, 0.17744100234085636]
[5451, 46.211215, 0, 5767.309198002378, 5451.343760001225, 0.34376000122483674]
[5751, 8.162017, 0, 5779.771215002424, 5751.127441002319, 0.12744100231884659]
[5373, 62.083531, 0, 5781.554746002431, 5373.222996000941, 0.2229960009408387]
[5411, 97.559432, 0, 5870.96417800276, 5411.322996001079, 0.3229960010794457]
[5847, 7.8952, 0, 5890.059378002828, 5847.1547460026695, 0.1547460026695262]
[5810, 26.539809, 0, 5928.699187002969, 5810.054746002535, 0.05474600253455719]
[5881, 9.306063, 0, 5929.10525000297, 5881.214178002797, 0.21417800279687071]
[5944, 4.851827, 0, 5970.707077003121, 5944.155250003025, 0.15525000302477565]
[5941, 6.485146, 0, 5975.74222300314, 5941.105250003014, 0.10525000301367982]
[5830, 31.83786, 0, 5982.880083003165, 5830.1047460026075, 0.10474600260749867]
[5805, 46.806661, 0, 6011.386744003269, 5805.004746002516, 0.004746002516185399]
[5969, 11.432265, 0, 6023.869009003314, 5969.255250003116, 0.2552500031160889]
[5858, 42.012042, 0, 6047.031051003399, 5858.20474600271, 0.20474600270972587]
[5958, 28.255605, 0, 6061.586656003451, 5958.205250003076, 0.20525000307588925]
[5985, 25.618272, 0, 6063.804928003458, 5985.180083003173, 0.18008300317342218]
[6083, 31.909386, 0, 6141.059386000211, 6083, 0]
[6118, 12.987715, 0, 6162.69710100029, 6118.100000000128, 0.10000000012769306]
[6104, 24.03295, 0, 6175.630051000337, 6104.000000000076, 7.639755494892597e-11]
[6107, 47.853176, 0, 6226.333227000521, 6107.0500000000875, 0.05000000008749339]
[6272, 24.801534, 0, 6321.634761000868, 6272.0332270006875, 0.03322700068747508]
[6172, 117.012066, 0, 6354.196827000991, 6172.097101000324, 0.09710100032407354]
[6329, 32.857826, 0, 6375.90465300107, 6329.034761000895, 0.03476100089483225]
[6380, 32.293767, 0, 6444.54842000132, 6380.004653001085, 0.004653001084989228]
[6449, 3.423711, 0, 6458.272131001369, 6449.048420001336, 0.048420001336126006]
[6373, 76.883547, 0, 6520.655678001598, 6373.04682700106, 0.046827001059682516]
[6593, 6.226012, 0, 6617.931690001952, 6593.105678001862, 0.10567800186163367]
[6451, 80.434858, 0, 6620.716548001965, 6451.098420001344, 0.09842000134358386]
[6621, 6.057478, 0, 6639.224026002033, 6621.066548001966, 0.06654800196611177]
[6657, 4.919709, 0, 6679.143735002178, 6657.124026002098, 0.12402600209770753]
[6530, 67.987047, 0, 6730.080782002365, 6530.005678001632, 0.005678001632077212]
[6718, 14.420241, 0, 6821.501023002697, 6718.24373500232, 0.24373500232013612]
[6702, 20.09491, 0, 6843.495933002777, 6702.193735002262, 0.19373500226174656]
[6722, 19.794098, 0, 6878.440031002904, 6722.293735002335, 0.29373500233486993]
[6586, 61.466284, 0, 6904.606315003, 6586.055678001836, 0.055678001835985924]
[6950, 2.397772, 0, 6983.154087003286, 6950.506315003167, 0.5063150031674013]
[6667, 44.283605, 0, 7020.087692003421, 6667.174026002134, 0.17402600213426922]
[6846, 15.899719, 0, 7022.68741100343, 6846.395933002787, 0.3959330027873875]
[6755, 28.175874, 0, 7039.063285003489, 6755.280782002456, 0.28078200245636253]
[6955, 9.958605, 0, 7105.42189000373, 6955.556315003186, 0.5563150031857731]
[7023, 6.422704, 0, 7119.09459400378, 7023.687411003433, 0.6874110034332261]
[6655, 54.129603, 0, 7119.674197003783, 6655.07402600209, 0.07402600209024968]
[6966, 10.420222, 0, 7122.844419003794, 6966.656315003226, 0.6563150032261547]
[6780, 33.665199, 0, 7159.759618003928, 6780.3307820025475, 0.3307820025474939]
[6942, 15.862411, 0, 7160.822029003932, 6942.456315003138, 0.45631500313811557]
[6991, 18.460468, 0, 7223.582497004159, 6991.704087003317, 0.7040870033169995]
[6986, 19.827767, 0, 7233.760264004196, 6986.654087003299, 0.6540870032986277]
[6903, 27.495132, 0, 7234.355396004198, 6903.440031002995, 0.44003100299505604]
[7206, 3.216105, 0, 7238.871501004214, 7206.472029004098, 0.47202900409774884]
[6800, 41.584253, 0, 7255.605754004275, 6800.38078200262, 0.3807820026204354]
[7032, 21.364699, 0, 7264.470453004306, 7032.737411003466, 0.7374110034661499]
[7174, 12.119582, 0, 7273.590035004339, 7174.422029003981, 0.4220290039811516]
[6936, 30.426869, 0, 7275.166904004344, 6936.406315003116, 0.4063150031161058]
[6821, 43.105135, 0, 7276.122039004348, 6821.430782002697, 0.43078200269701483]
[6963, 38.546723, 0, 7316.718762004496, 6963.606315003215, 0.6063150032150588]
[7318, 22.385929, 0, 7425.15469100489, 7318.118762004501, 0.11876200450114993]
[7274, 40.389048, 0, 7452.693739004991, 7274.190035004342, 0.19003500434155285]
[7512, 0.960052, 0, 7516.953791005224, 7512.193739005207, 0.19373900520713505]
[7565, 2.489151, 0, 7584.942942005471, 7565.3037910054, 0.30379100539994397]
[7533, 9.205101, 0, 7592.098043005497, 7533.153791005283, 0.15379100528298295]
[7337, 58.608916, 0, 7600.80695900553, 7337.16876200457, 0.16876200457045343]
[6848, 115.771121, 0, 7610.828080005571, 6848.445933002795, 0.4459330027948454]
[7673, 6.214747, 0, 7735.092827006023, 7673.328080005798, 0.328080005798256]
[7277, 92.982267, 0, 7748.3750940060745, 7277.122039004352, 0.12203900435179094]
[7647, 14.251925, 0, 7775.4270190061725, 7647.2780800057035, 0.2780800057034867]
[7618, 24.59714, 0, 7825.3241590063535, 7618.228080005598, 0.2280800055978034]
[7676, 18.018208, 0, 7847.892367006435, 7676.378080005809, 0.37808000580935186]
[7720, 14.549331, 0, 7856.891698006468, 7720.47808000597, 0.4780800059697867]
[7837, 2.081102, 0, 7856.922800006468, 7837.4241590063975, 0.4241590063975309]
[7786, 13.999749, 0, 7902.222549006632, 7786.377019006212, 0.377019006212322]
[7545, 48.876758, 0, 7921.499307006703, 7545.203791005327, 0.2037910053268206]
[7934, 3.299793, 0, 7960.3991000068445, 7934.34930700675, 0.34930700674976833]
[7934, 4.714379, 0, 7971.563479006885, 7934.29930700675, 0.29930700674958644]
[7963, 4.241376, 0, 7995.754855006973, 7963.349100006855, 0.3491000068552239]
[7564, 60.487861, 0, 8031.592716007105, 7564.253791005396, 0.2537910053961241]
[7496, 75.902151, 0, 8037.594867007129, 7496.143739005149, 0.1437390051487455]
[7684, 46.585226, 0, 8057.280093007202, 7684.428080005839, 0.4280800058386376]
[8063, 4.405285, 0, 8097.285378007347, 8063.230093007223, 0.23009300722333137]
[8012, 17.206346, 0, 8132.791724007477, 8012.304855007033, 0.3048550070334386]
[7804, 45.833371, 0, 8140.0750950075035, 7804.427019006278, 0.4270190062779875]
[8066, 20.771535, 0, 8203.496630007525, 8066.280093007234, 0.2800930072344272]
[7980, 33.390867, 0, 8203.88749700752, 7980.313479006917, 0.31347900691707764]
[7915, 46.305353, 0, 8219.792850007289, 7915.27254900668, 0.2725490066795828]
[7600, 88.273717, 0, 8226.1665670072, 7600.298043005527, 0.29804300552677887]
[8263, 18.710533, 0, 8337.927100005574, 8263.116567006662, 0.11656700666208053]
[8067, 69.769389, 0, 8358.346489005278, 8067.330093007238, 0.3300930072382471]
[8363, 2.57582, 0, 8370.772309005099, 8363.09648900521, 0.09648900520915049]
[8140, 72.096589, 0, 8385.668898004884, 8140.275095007504, 0.27509500750420557]
[8437, 1.691119, 0, 8442.060017004063, 8437.068898004136, 0.06889800413591729]
[8397, 30.956594, 0, 8472.216611003625, 8397.018898004719, 0.018898004718721495]
[8257, 83.412041, 0, 8477.078652003556, 8257.06656700675, 0.06656700675011962]
[8469, 6.383036, 0, 8491.511688003347, 8469.160017003669, 0.16001700366905425]
[8488, 1.524009, 0, 8493.48569700332, 8488.128652003395, 0.128652003395473]
[8446, 18.845788, 0, 8503.73148500317, 8446.060017004005, 0.06001700400520349]
[8457, 67.70585, 0, 8638.387335001213, 8457.110017003844, 0.11001700384440483]
[8651, 0.426925, 0, 8652.31426000101, 8651.087335001028, 0.08733500102789549]
[8510, 55.40228, 0, 8657.016540000943, 8510.031485003079, 0.03148500307906943]
[8531, 51.515553, 0, 8663.632093000848, 8531.081485002773, 0.08148500277275161]
[8676, 15.471923, 0, 8691.471922999775, 8676, 0]
[8765, 7.528187, 0, 8796.328186999152, 8765.049999999606, 0.04999999960637069]
[8765, 10.18274, 0, 8808.16092699898, 8765.099999999606, 0.0999999996056431]
[8840, 2.802138, 0, 8854.16306499831, 8840.160926998515, 0.1609269985146966]
[8859, 4.531735, 0, 8886.244799997845, 8859.213064998237, 0.21306499823731428]
[8785, 29.548733, 0, 8935.643532997126, 8785.199999999313, 0.1999999993131496]
[8768, 47.025353, 0, 9020.66888599589, 8768.149999999561, 0.14999999956125976]
[8894, 20.842979, 0, 9028.161864995782, 8894.244799997728, 0.24479999772847805]
[8738, 85.30099, 0, 9090.662854994875, 8738, 0]
[8802, 50.46844, 0, 9098.48129499476, 8802.178186999066, 0.17818699906638358]
[9007, 13.143391, 0, 9098.924685994754, 9007.343532996083, 0.34353299608301313]
[8859, 40.357397, 0, 9114.232082994531, 8859.163064998238, 0.16306499823804188]
[9126, 6.373976, 0, 9158.906058993882, 9126.182082994357, 0.182082994357188]
[8992, 31.237971, 0, 9176.744029993622, 8992.293532996302, 0.29353299630201946]
[9052, 26.8183, 0, 9197.412329993322, 9052.261864995431, 0.26186499543109676]
[9153, 14.905338, 0, 9226.96766799289, 9153.232082993964, 0.2320829939635587]
[9192, 9.71714, 0, 9238.68480799272, 9192.244029993397, 0.24402999339690723]
[9187, 14.713347, 0, 9250.648154992547, 9187.19402999347, 0.1940299934703944]
[9073, 49.276294, 0, 9275.874448992181, 9073.311864995125, 0.31186499512477894]
[8918, 91.826746, 0, 9294.601194991912, 8918.294799997379, 0.2947999973785045]
[9306, 3.341724, 0, 9309.341723999953, 9306, 0]
[9365, 28.824522, 0, 9398.62452199951, 9365, 0]
[9389, 4.999639, 0, 9398.82416099951, 9389.04999999965, 0.04999999965002644]
[9432, 14.11238, 0, 9446.112379999795, 9432, 0]
[9462, 11.969116, 0, 9473.969115999826, 9462, 0]
[9497, 0.478046, 0, 9497.478045999993, 9497, 0]
[9510, 17.951511, 0, 9548.351510999442, 9510, 0]
[9512, 24.394128, 0, 9565.195638999197, 9512.04999999997, 0.049999999970168574]
[9575, 4.917551, 0, 9594.763189998768, 9575.145638999053, 0.1456389990526077]
[9535, 23.0912, 0, 9597.654389998726, 9535.099999999635, 0.09999999963474693]
[9619, 1.250726, 0, 9622.80511599836, 9619.054389998415, 0.05438999841499026]
[9569, 57.686745, 0, 9698.491860997261, 9569.09563899914, 0.09563899914064677]
[9566, 81.028937, 0, 9720.320797996947, 9566.045638999185, 0.045638999185030116]
[9728, 6.630971, 0, 9734.630970999904, 9728, 0]
[9747, 1.340587, 0, 9748.34058699998, 9747, 0]
[9946, 5.76203, 0, 9951.762029999916, 9946, 0]
[9966, 2.08699, 0, 9968.08698999997, 9966, 0]
[9978, 29.185653, 0, 10013.335652999485, 9978, 0]
[10001, 9.377314, 0, 10016.56296699944, 10001.049999999665, 0.049999999664578354]
[10121, 21.488125, 0, 10144.888124999652, 10121, 0]
[10151, 6.134886, 0, 10171.223010999269, 10151.088124999562, 0.08812499956184183]
[10141, 15.777089, 0, 10186.550099999045, 10141.049999999708, 0.0499999997082341]
[10164, 19.182279, 0, 10213.68237899865, 10164.138124999372, 0.13812499937193934]
[10233, 2.294808, 0, 10242.177186998237, 10233.132378998367, 0.1323789983671304]
[10206, 18.116856, 0, 10255.644042998041, 10206.050099998762, 0.05009999876165239]
[10142, 59.969784, 0, 10311.913826997225, 10142.099999999693, 0.09999999969295459]
[10231, 34.526721, 0, 10350.04054799667, 10231.082378998397, 0.08237899839696183]
[10289, 26.296857, 0, 10382.087404996204, 10289.144042997554, 0.1440429975536972]
[10249, 39.239641, 0, 10382.677045996195, 10249.127186998136, 0.12718699813558487]
[10327, 24.303425, 0, 10399.880470995944, 10327.113826997003, 0.11382699700334342]
[10371, 16.767652, 0, 10405.098122995869, 10371.140547996363, 0.14054799636323878]
[10410, 29.377611, 0, 10439.377610999572, 10410, 0]
[10537, 10.756411, 0, 10632.756410997225, 10537.249999998614, 0.24999999861393007]
[10560, 7.616569, 0, 10634.072979997205, 10560.399999998277, 0.39999999827705324]
[10470, 33.19644, 0, 10677.76941999657, 10470.049999999592, 0.04999999959181878]
[10638, 11.079186, 0, 10765.298605995296, 10638.372979997142, 0.37297999714246544]
[10552, 21.698745, 0, 10781.347350995064, 10552.349999998394, 0.34999999839419615]
[10504, 32.269599, 0, 10798.316949994816, 10504.199999999095, 0.19999999909487087]
[10681, 13.99391, 0, 10834.910859994285, 10681.519419996515, 0.519419996515353]
[10580, 24.501678, 0, 10839.962537994212, 10580.449999997985, 0.44999999798528734]
[10675, 20.738618, 0, 10891.75115599346, 10675.522979996602, 0.5229799966018618]
[10849, 4.94345, 0, 10895.944605993398, 10849.362537994075, 0.36253799407495535]
[10653, 23.724485, 0, 10901.919090993311, 10653.472979996923, 0.4729799969227315]
[10642, 25.106533, 0, 10904.575623993273, 10642.422979997084, 0.4229799970835302]
